metamodel_api_key,api_key,id,parent_object_id,label,namespace,created_at
layoutComponentConfig,accountGroupBy,3600437742321158,650,分类,,1682648462000
layoutComponentConfig,accountGroupBy,4231616538203079,532,分类,,1773042000000
layoutComponentConfig,accountName,11100136300034,1363,企业名称,,1758077038982
layoutComponentConfig,accountName,3600435722747529,530,账户名称,,1682648462000
layoutComponentConfig,accountObjectType,3321442374090184,531,,,1708664400000
layoutComponentConfig,accountObjectType,3600435722747533,530,账户对象类型,,1682648462000
layoutComponentConfig,accountType,2034610895290413,853,客户类型,,1554344585037
layoutComponentConfig,accountType,3321442374090180,531,,,1708664400000
layoutComponentConfig,activityTestament,3927438444879454,1305,活动举证,,1736847047000
layoutComponentConfig,activityTestament,3927438444879459,1298,活动举证,,1736847047000
layoutComponentConfig,activityType,3927438444879434,1292,活动类型,,1736847047000
layoutComponentConfig,activityType,3927438444879441,1293,活动类型,,1736847047000
layoutComponentConfig,activityType,3927438444879449,1305,活动类型,,1736847047000
layoutComponentConfig,activityType,3927438444879455,1298,活动类型,,1736847047000
layoutComponentConfig,address,2034610895290696,1015,签到地址,,1554344585037
layoutComponentConfig,address,3627368893275733,1329,地址,,1682648462000
layoutComponentConfig,address,3686555562196437,1322,收货地址,,1682648462000
layoutComponentConfig,advanceRemind,2034610895290564,893,提醒时间,,1554344585037
layoutComponentConfig,advanceRemind,2034610895290660,1009,提前提醒时长,,1554344585037
layoutComponentConfig,alternativeName,2034610895290391,853,别名,,1554344585037
layoutComponentConfig,alternativeName,2034610895290705,1016,备注名,,1554344585037
layoutComponentConfig,appId,2034610895290721,1017,appId,,1554344585037
layoutComponentConfig,appId,2064363768349609,791,小程序id,,1554344585037
layoutComponentConfig,applyAmount,3927438444879447,1293,申请金额,,1736847047000
layoutComponentConfig,applyAmount,3927438444879461,1298,申请金额,,1736847047000
layoutComponentConfig,appointment_851,2472040091139665,851,预约,system,1577085018730
layoutComponentConfig,appointment_851,2472040091139666,851,问卷表单,system,1577085018730
layoutComponentConfig,approvalRelyOn,2034610895290528,891,审批依据,,1554344585037
layoutComponentConfig,approvalRelyOn,2034610895290542,892,审批依据,,1554344585037
layoutComponentConfig,approvalResult,2034610895290525,891,审核说明,,1554344585037
layoutComponentConfig,approvalResult,2034610895290541,892,审核说明,,1554344585037
layoutComponentConfig,attributeValuesGroup_-11720,4135370538554351,408,属性值组合,,1767840276000
layoutComponentConfig,attributeValuesGroup_-11720,4146380555785163,410,属性值组合,,1767840276000
layoutComponentConfig,avatar,2034610895290452,854,头像,,1554344585037
layoutComponentConfig,avatar,2034610895290712,1016,头像,,1554344585037
layoutComponentConfig,balance,3600435722747520,530,账户余额,,1682648462000
layoutComponentConfig,balance,3600437742321152,650,账户余额,,1682648462000
layoutComponentConfig,bedCount,2034610895290395,853,床位数,,1554344585037
layoutComponentConfig,bedCount,2034610895290428,854,负责床位数,,1554344585037
layoutComponentConfig,beginTime,3927438444879435,1292,开始时间,,1736847047000
layoutComponentConfig,beginTime,3927438444879443,1293,开始时间,,1736847047000
layoutComponentConfig,birthday,2034610895290422,854,生日,,1554344585037
layoutComponentConfig,birthday,2034610895290702,1016,出生年月,,1554344585037
layoutComponentConfig,bookFquantity,3587495065326504,1324,库存数量,,1728367998245
layoutComponentConfig,bookFquantity,3756046881291788,1002,账面数量,,1682648462000
layoutComponentConfig,callPurposes,2034610895290533,891,拜访目的,,1554344585037
layoutComponentConfig,callPurposes,2034610895290557,892,拜访目的,,1554344585037
layoutComponentConfig,callStatus,2034610895290522,891,拜访状态,,1554344585037
layoutComponentConfig,callStatus,2034610895290536,892,拜访状态,,1554344585037
layoutComponentConfig,city,2034610895290494,860,市,,1554344585037
layoutComponentConfig,city,2034610895290715,1017,城市,,1554344585037
layoutComponentConfig,coachPurpose,2034610895290574,893,辅导目标,,1554344585037
layoutComponentConfig,coachPurpose,2034610895290623,1006,辅导目标,,1554344585037
layoutComponentConfig,coachPurpose,2034610895290628,1007,辅导目标,,1554344585037
layoutComponentConfig,code,2034610895290389,853,编码,,1554344585037
layoutComponentConfig,code,2034610895290442,854,编码,,1554344585037
layoutComponentConfig,code,2034610895290470,857,编码,,1554344585037
layoutComponentConfig,code,2034610895290489,860,编码,,1554344585037
layoutComponentConfig,code,2034610895290638,1009,申请单号,,1554344585037
layoutComponentConfig,comment,2034610895290566,893,综合评价,,1554344585037
layoutComponentConfig,comment,2750627159915978,594,备注,,1682648462000
layoutComponentConfig,comment,3587495065326496,1323,备注,,1728367998245
layoutComponentConfig,comment,3587496761725835,1324,备注,,1728367998245
layoutComponentConfig,comment,4231616538203075,532,备注,,1773042000000
layoutComponentConfig,communicateResult,2034610895290524,891,沟通结果,,1554344585037
layoutComponentConfig,communicateResult,2034610895290540,892,沟通结果,,1554344585037
layoutComponentConfig,condition_801,1704535848599594,801,试驾车状态,system,1577085018730
layoutComponentConfig,condition_801,1934029975060490,801,试驾车状态,system,1577085018730
layoutComponentConfig,contactName,3600435722747527,530,联系人姓名,,1682648462000
layoutComponentConfig,contactName,3627368893275735,1329,联系人,,1682648462000
layoutComponentConfig,corpId_1045,2096288259866636,1045,企微主体,system,1642672901646
layoutComponentConfig,corpId_1045,2524519182320770,1045,企微主体,system,1647964800000
layoutComponentConfig,corpId_1053,2148033579222147,1053,企微主体,system,1644566213163
layoutComponentConfig,corpId_1053,2524519169836161,1053,企微主体,system,1646841600000
layoutComponentConfig,corpId_1054,2148033769702532,1054,企微主体,system,1644567185370
layoutComponentConfig,corpId_1054,2524519163708609,1054,企微主体,system,1645804800000
layoutComponentConfig,corpId_1093,2228204242863237,1093,企微主体,system,1650353997962
layoutComponentConfig,corpId_1093,2524519107576961,1093,企微主体,system,1650556800000
layoutComponentConfig,corpId_810,2100859522629633,810,企微主体,system,1642734473453
layoutComponentConfig,corpId_810,2524519482639553,810,企微主体,system,1643299200000
layoutComponentConfig,corpId_845,2100859911815168,845,企微主体,system,1642734483202
layoutComponentConfig,corpId_845,2524519329596546,845,企微主体,system,1643126400000
layoutComponentConfig,cropId_811,2077288281407489,811,企微主体,system,1628759311299
layoutComponentConfig,cropId_811,2077288795963393,811,企微主体,system,1628759311299
layoutComponentConfig,customerType,3321442374090185,531,,,1708664400000
layoutComponentConfig,customerType,3600435722747534,530,账户类型,,1682648462000
layoutComponentConfig,deadline,11100136200022,1362,签署截止时间,,1756881084218
layoutComponentConfig,deadline,2034610895290618,1005,计划完成截止日期,,1554344585037
layoutComponentConfig,deliveryRecord,3617341307999133,491,交付记录编号,,1736847047000
layoutComponentConfig,deliveryRecord,3617341307999134,603,交付记录编号,,1736847047000
layoutComponentConfig,department_696,2073013468856326,696,关联部门,system,1577085018730
layoutComponentConfig,department_696,2439625091240852,696,关联部门,system,1663568548122
layoutComponentConfig,department_697,2074371570106377,697,门店关联部门,system,1632481152913
layoutComponentConfig,department_697,2524519931249856,697,门店关联部门,system,1640880000000
layoutComponentConfig,department_804,1706107620835366,804,模板归属经销店,system,1577085018730
layoutComponentConfig,department_804,2524519521223873,804,模板归属经销店,system,1645977600000
layoutComponentConfig,description,2034610895290382,840,关键信息描述,,1554344585037
layoutComponentConfig,description,3321442374090182,531,,,1708664400000
layoutComponentConfig,detailNumber_compound,3504085558690658,1326,明细编号,,1733385420000
layoutComponentConfig,detailNumber_compound,3587496761725840,1326,明细编号,,1728367998245
layoutComponentConfig,documentNumber_compound,3504085558690657,1326,单据编号,,1733385420000
layoutComponentConfig,documentNumber_compound,3587496761725841,1326,单据编号,,1728367998245
layoutComponentConfig,duty,2034610895290436,854,职务,,1554344585037
layoutComponentConfig,duty,2034610895290466,856,职务,,1554344585037
layoutComponentConfig,endDate,2034610895290387,840,结束日期,,1554344585037
layoutComponentConfig,endDate,2034610895290498,885,结束日期,,1554344585037
layoutComponentConfig,endDateTime,2034610895290560,893,结束时间,,1554344585037
layoutComponentConfig,endDateTime,2034610895290596,894,签退时间,,1554344585037
layoutComponentConfig,endDateTime,2034610895290616,1004,结束时间,,1554344585037
layoutComponentConfig,endDateTime,2034610895290650,1009,实际结束时间,,1554344585037
layoutComponentConfig,endLongitudeAndLatitude,2034610895290589,894,签退地址经纬度,,1554344585037
layoutComponentConfig,endLongitudeAndLatitude,2034610895290652,1009,活动结束地址经纬度,,1554344585037
layoutComponentConfig,endTime,2034610895290532,891,拜访结束时间,,1554344585037
layoutComponentConfig,endTime,2034610895290556,892,拜访结束时间,,1554344585037
layoutComponentConfig,endTime,3927438444879436,1292,结束时间,,1736847047000
layoutComponentConfig,endTime,3927438444879444,1293,结束时间,,1736847047000
layoutComponentConfig,englishName,2034610895290419,854,英文名,,1554344585037
layoutComponentConfig,englishName,2034610895290472,857,英文名,,1554344585037
layoutComponentConfig,expireDate,3321361878220272,531,,,1708664400000
layoutComponentConfig,expireDate,4231616538203077,532,失效日期,,1773042000000
layoutComponentConfig,externalId,2034610895290388,853,外部ID,,1554344585037
layoutComponentConfig,externalId,2034610895290416,854,外部ID,,1554344585037
layoutComponentConfig,externalId,2034610895290461,856,外部ID,,1554344585037
layoutComponentConfig,externalId,2034610895290469,857,外部id,,1554344585037
layoutComponentConfig,fCity,3627368893275731,1329,市,,1682648462000
layoutComponentConfig,fCity,3686555562196435,1322,城市,,1682648462000
layoutComponentConfig,fDistrict,3627368893275732,1329,区,,1682648462000
layoutComponentConfig,fDistrict,3686555562196436,1322,区县,,1682648462000
layoutComponentConfig,fscProductSpec,3504085558690651,1326,产品规格,,1733385420000
layoutComponentConfig,fscProductSpec,3587496761725838,1326,产品规格,,1728367998245
layoutComponentConfig,fState,3627368893275730,1329,省,,1682648462000
layoutComponentConfig,fState,3686555562196434,1322,省份,,1682648462000
layoutComponentConfig,gender,2034610895290443,854,性别,,1554344585037
layoutComponentConfig,gender,2034610895290711,1016,性别,,1554344585037
layoutComponentConfig,gender,2034610895290714,1017,性别,,1554344585037
layoutComponentConfig,hcoCallId,2034610895290553,892,机构客户拜访,,1554344585037
layoutComponentConfig,hcoCallId,2034610895290576,894,机构客户拜访,,1554344585037
layoutComponentConfig,hcoId,2034610895290453,855,机构客户,,1554344585037
layoutComponentConfig,hcoId,2034610895290463,856,机构客户,,1554344585037
layoutComponentConfig,hcoId,2034610895290503,887,医院,,1554344585037
layoutComponentConfig,hcoId,2034610895290521,891,机构客户,,1554344585037
layoutComponentConfig,hcoId,2034610895290549,892,机构客户,,1554344585037
layoutComponentConfig,hcoId,2034610895290597,894,机构客户,,1554344585037
layoutComponentConfig,hcoId,2034610895290676,1011,机构客户,,1554344585037
layoutComponentConfig,hcpCallId,2034610895290577,894,个人客户拜访,,1554344585037
layoutComponentConfig,hcpCallId,2034610895290604,895,个人客户拜访,,1554344585037
layoutComponentConfig,hcpCallId,2034610895290606,896,个人客户,,1554344585037
layoutComponentConfig,hcpCallId,2034610895290637,1008,个人客户拜访,,1554344585037
layoutComponentConfig,hcpId,2034610895290454,855,个人客户,,1554344585037
layoutComponentConfig,hcpId,2034610895290462,856,个人客户,,1554344585037
layoutComponentConfig,hcpId,2034610895290496,885,个人客户,,1554344585037
layoutComponentConfig,hcpId,2034610895290504,887,医生,,1554344585037
layoutComponentConfig,hcpId,2034610895290547,892,个人客户,,1554344585037
layoutComponentConfig,hcpId,2034610895290677,1011,个人客户,,1554344585037
layoutComponentConfig,hcpId,2034610895290707,1016,个人客户,,1554344585037
layoutComponentConfig,industrys_690,1676542660870167,690,行业,system,1577085018730
layoutComponentConfig,industrys_690,2077287599276032,690,行业,system,1628758422002
layoutComponentConfig,introduction,2034610895290405,853,简介,,1554344585037
layoutComponentConfig,introduction,2034610895290435,854,简介,,1554344585037
layoutComponentConfig,inventoryAdjustment,3617341307999135,491,库存调整,,1736847047000
layoutComponentConfig,inventoryAdjustment,3617341307999136,489,库存调整,,1736847047000
layoutComponentConfig,isAttended,2034610895290674,1011,是否参加,,1554344585037
layoutComponentConfig,isAttended,2034610895290680,1012,是否参加,,1554344585037
layoutComponentConfig,isGroupByCollect,3321442374090183,531,,,1708664400000
layoutComponentConfig,isGroupByCollect,3600435722747526,530,分类汇总型,,1682648462000
layoutComponentConfig,isLowerLimit,3321361878220265,531,,,1708664400000
layoutComponentConfig,isLowerLimit,3600435722747530,530,是否限制下限,,1682648462000
layoutComponentConfig,isUpperLimit,3321361878220268,531,,,1708664400000
layoutComponentConfig,isUpperLimit,3600435722747524,530,是否限制上限,,1682648462000
layoutComponentConfig,lowerLimitValue,3321361878220266,531,,,1708664400000
layoutComponentConfig,lowerLimitValue,3600435722747531,530,下限值,,1682648462000
layoutComponentConfig,maintenanceStatus_-11720,4135370538554352,408,是否暂无价格,,1767840276000
layoutComponentConfig,maintenanceStatus_-11720,4135370538554353,408,价格表明细父UID,,1767840276000
layoutComponentConfig,medCoachId,2034610895290599,894,协访,,1554344585037
layoutComponentConfig,medCoachId,2034610895290617,1005,协访,,1554344585037
layoutComponentConfig,medCoachId,2034610895290626,1007,协访,,1554344585037
layoutComponentConfig,medEventId,2034610895290635,1007,会议活动,,1554344585037
layoutComponentConfig,medEventId,2034610895290673,1011,会议活动,,1554344585037
layoutComponentConfig,medEventId,2034610895290678,1012,会议活动,,1554344585037
layoutComponentConfig,name,3600435722747521,530,账户ID,,1682648462000
layoutComponentConfig,name,3600435722747561,650,订单支付关系编号,,1682648462000
layoutComponentConfig,name,3686555562196428,1322,收货地址名称,,1682648462000
layoutComponentConfig,nickname,2034610895290450,854,昵称,,1554344585037
layoutComponentConfig,nickname,2034610895290713,1017,微信昵称,,1554344585037
layoutComponentConfig,operatorId,2034610895290527,891,业务代表负责人,,1554344585037
layoutComponentConfig,operatorId,2034610895290545,892,业务代表负责人,,1554344585037
layoutComponentConfig,operatorId,2034610895290612,1004,员工,,1554344585037
layoutComponentConfig,orderId,3600435722747562,650,订单编号,,1682648462000
layoutComponentConfig,orderId,3617341307999146,603,销售订单,,1736847047000
layoutComponentConfig,parentId,2034610895290401,853,机构客户,,1554344585037
layoutComponentConfig,parentId,2034610895290479,857,上级产品,,1554344585037
layoutComponentConfig,parentId,2034610895290490,860,上级区划,,1554344585037
layoutComponentConfig,patchGroup_691,1986424940068900,691,启用自动补团,system,1577085018730
layoutComponentConfig,patchGroup_691,2074370654765056,691,启用自动补团,system,1628758348940
layoutComponentConfig,paymentRate,3600435722747535,530,账户支付比例,,1682648462000
layoutComponentConfig,paymentRate,3600435722747565,650,支付比例,,1682648462000
layoutComponentConfig,performanceOption,3504085558690632,490,业绩内/外,,1730094850000
layoutComponentConfig,performanceOption,3504085558690635,492,业绩内/外,,1730094850000
layoutComponentConfig,performanceOption,3504085558690638,494,业绩内/外,,1730094850000
layoutComponentConfig,performanceOption,3504085558690641,1002,业绩内/外,,1730094850000
layoutComponentConfig,performanceOption,3504085558690647,1326,业绩内/外,,1733385420000
layoutComponentConfig,performanceOption,3504085558690666,602,业绩内/外,,1734314749000
layoutComponentConfig,performanceOption,3504085558690670,604,业绩内/外,,1734314749000
layoutComponentConfig,performanceOption,3587495065326486,1318,业绩内/外,,1728367998245
layoutComponentConfig,performanceOption,3587495065326492,1319,业绩内/外,,1728367998245
layoutComponentConfig,performanceOption,3587495065326498,1324,业绩内外,,1728367998245
layoutComponentConfig,performanceOption,3587496761725837,1326,业绩内外,,1728367998245
layoutComponentConfig,phone_1068,2160358815499461,1068,联系电话,system,1646378825796
layoutComponentConfig,phone_1068,2524519151535297,1068,联系电话,system,1646755200000
layoutComponentConfig,phone_1108,2320616658584707,1108,电话,system,1656355603082
layoutComponentConfig,phone_1108,2524519089210561,1108,电话,system,1656864000000
layoutComponentConfig,phone_690,1676542660870152,690,手机号,system,1577085018730
layoutComponentConfig,phone_690,2524519968097473,690,手机号,system,1641830400000
layoutComponentConfig,phone_694,2073011955662878,694,手机号,system,1577085018730
layoutComponentConfig,phone_694,2524519949960321,694,手机号,system,1641225600000
layoutComponentConfig,phone_698,2077287791034375,698,车主电话,system,1628758431559
layoutComponentConfig,phone_698,2524519925384321,698,车主电话,system,1641830400000
layoutComponentConfig,phone_699,1679449865224193,699,手机号,system,1577085018730
layoutComponentConfig,phone_699,2524519919174849,699,手机号,system,1641830400000
layoutComponentConfig,phone_700,2078700614205441,700,手机号,system,1577085018730
layoutComponentConfig,phone_700,2524519912866945,700,手机号,system,1639756800000
layoutComponentConfig,phone_701,2100862403379214,701,手机号,system,1642734372046
layoutComponentConfig,phone_701,2524519906755777,701,手机号,system,1643040000000
layoutComponentConfig,phone_703,2078700614205479,703,联系电话,system,1577085018730
layoutComponentConfig,phone_703,2524519894287553,703,联系电话,system,1639756800000
layoutComponentConfig,phone_739,2100860553068545,739,联系电话,system,1642734276584
layoutComponentConfig,phone_739,2524519728153728,739,联系电话,system,1643299200000
layoutComponentConfig,phone_741,2145133772604610,741,联系方式,system,1645666310599
layoutComponentConfig,phone_741,2524519716209792,741,联系方式,system,1645977600000
layoutComponentConfig,phone_742,2074374579503120,742,联系电话,system,1628759022410
layoutComponentConfig,phone_742,2524519710164162,742,联系电话,system,1640880000000
layoutComponentConfig,phone_745,2074374812958734,745,联系方式,system,1628759035663
layoutComponentConfig,phone_745,2524519697974465,745,联系方式,system,1640880000000
layoutComponentConfig,phone_747,2077288390787080,747,联系方式,system,1628759048671
layoutComponentConfig,phone_747,2524519691863169,747,联系方式,system,1641830400000
layoutComponentConfig,phone_755,1676542654218250,755,手机号码,system,1577085018730
layoutComponentConfig,phone_755,2524519661536448,755,手机号码,system,1645977600000
layoutComponentConfig,phone_757,1676542656544787,757,手机号码,system,1577085018730
layoutComponentConfig,phone_757,2524519648986304,757,手机号码,system,1645977600000
layoutComponentConfig,phone_789,1689272888819753,789,手机号,system,1577085018730
layoutComponentConfig,phone_789,2524519576323265,789,手机号,system,1643299200000
layoutComponentConfig,phone_790,1689269269168171,790,手机号,system,1577085018730
layoutComponentConfig,phone_790,2524519570277505,790,手机号,system,1640880000000
layoutComponentConfig,phone_799,1704571360854054,799,手机号码,system,1577085018730
layoutComponentConfig,phone_799,2524519551812801,799,手机号码(废弃),system,1662393600000
layoutComponentConfig,phone_803,1704581400707095,803,手机号码,system,1577085018730
layoutComponentConfig,phone_803,2524519527564417,803,手机号码,system,1650988800000
layoutComponentConfig,phone_813,1714759061635096,813,投诉人电话,system,1577085018730
layoutComponentConfig,phone_813,2524519464027265,813,投诉人电话,system,1645977600000
layoutComponentConfig,phone_834,1773901003128870,834,手机号,system,1577085018730
layoutComponentConfig,phone_834,2524519372342466,834,手机号,system,1640880000000
layoutComponentConfig,phone_837,1820862691852293,837,手机号,system,1577085018730
layoutComponentConfig,phone_837,2524519360054465,837,手机号,system,1641830400000
layoutComponentConfig,phone_838,1798394552270885,838,手机号,system,1577085018730
layoutComponentConfig,phone_838,2524519353959553,838,手机号,system,1640880000000
layoutComponentConfig,phone_841,1820567938859045,841,手机号,system,1577085018730
layoutComponentConfig,phone_841,2524519347815617,841,手机号,system,1641830400000
layoutComponentConfig,phone_900,1919999604064271,900,绑定电话,system,1577085018730
layoutComponentConfig,phone_900,2524519262274753,900,绑定电话,system,1632326400000
layoutComponentConfig,picture,2034610895290476,857,产品图片,,1554344585037
layoutComponentConfig,picture,2034610895290534,891,拜访照片,,1554344585037
layoutComponentConfig,picture,2034610895290543,892,拜访照片,,1554344585037
layoutComponentConfig,picture,2034610895290569,893,照片,,1554344585037
layoutComponentConfig,planEndDateTime,2034610895290571,893,计划结束时间,,1554344585037
layoutComponentConfig,planEndDateTime,2034610895290647,1009,计划结束时间,,1554344585037
layoutComponentConfig,planEndTime,2034610895290530,891,拜访计划结束时间,,1554344585037
layoutComponentConfig,planEndTime,2034610895290537,892,拜访计划结束时间,,1554344585037
layoutComponentConfig,planStartDateTime,2034610895290559,893,计划开始时间,,1554344585037
layoutComponentConfig,planStartDateTime,2034610895290646,1009,计划开始时间,,1554344585037
layoutComponentConfig,planStartTime,2034610895290529,891,拜访计划开始时间,,1554344585037
layoutComponentConfig,planStartTime,2034610895290538,892,拜访计划开始时间,,1554344585037
layoutComponentConfig,positionId,2034610895290456,855,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290502,885,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290510,887,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290517,890,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290526,891,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290544,892,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290570,893,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290598,894,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290602,895,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290608,896,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290614,1004,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290667,1009,岗位,,1554344585037
layoutComponentConfig,positionId,2034610895290726,1018,岗位,,1554344585037
layoutComponentConfig,positionVersionId,2034610895290457,855,岗位版本,,1554344585037
layoutComponentConfig,positionVersionId,2034610895290509,887,岗位版本,,1554344585037
layoutComponentConfig,positionVersionId,2034610895290727,1018,数据版本,,1554344585037
layoutComponentConfig,priority,2034610895290512,890,紧急程度,,1554344585037
layoutComponentConfig,priority,2034610895290523,891,优先级,,1554344585037
layoutComponentConfig,priority,2034610895290535,892,优先级,,1554344585037
layoutComponentConfig,priority,2034610895290563,893,优先级,,1554344585037
layoutComponentConfig,priority,2034610895290657,1009,优先级,,1554344585037
layoutComponentConfig,productCode,2034610895290460,855,产品编码,,1554344585037
layoutComponentConfig,productCode,3587495065326501,1324,条形码,,1728367998245
layoutComponentConfig,productId,2034610895290455,855,产品（医药）,,1554344585037
layoutComponentConfig,productId,2034610895290483,858,药械产品,,1554344585037
layoutComponentConfig,productId,2034610895290497,885,产品（医药）,,1554344585037
layoutComponentConfig,productId,2034610895290600,895,产品（医药）,,1554344585037
layoutComponentConfig,productId,2034610895290607,896,产品,,1554344585037
layoutComponentConfig,productModel_-11720,718235187494952,458,产品型号,,1558602718132
layoutComponentConfig,productModel_-11720,1441230986134407,638,产品型号,,1562308068173
layoutComponentConfig,productName,3600435722747568,650,产品名称,,1682648462000
layoutComponentConfig,productName,4231616538203078,532,产品名称,,1773042000000
layoutComponentConfig,province,2034610895290404,853,省份,,1554344585037
layoutComponentConfig,province,2034610895290719,1017,省份,,1554344585037
layoutComponentConfig,qwUserId_811,2077288281407488,811,企微成员,system,1628759310847
layoutComponentConfig,qwUserId_811,2077288795963392,811,企微成员,system,1628759310847
layoutComponentConfig,registeredHcpId,2034610895290681,1012,用户注册信息,,1554344585037
layoutComponentConfig,registeredHcpId,2034610895290697,1015,用户注册信息,,1554344585037
layoutComponentConfig,remark_792,2152120116741312,792,备注,system,1628759295451
layoutComponentConfig,remark_792,2472040091139681,792,备注,system,1577085018730
layoutComponentConfig,role,3504085558690630,489,角色,,1730094850000
layoutComponentConfig,role,3504085558690631,490,角色,,1730094850000
layoutComponentConfig,role,3504085558690633,491,角色,,1730094850000
layoutComponentConfig,role,3504085558690634,492,角色,,1730094850000
layoutComponentConfig,role,3504085558690636,493,角色,,1730094850000
layoutComponentConfig,role,3504085558690637,494,角色,,1730094850000
layoutComponentConfig,role,3504085558690639,1003,角色,,1730094850000
layoutComponentConfig,role,3504085558690640,1002,角色,,1730094850000
layoutComponentConfig,role,3504085558690646,1326,角色,,1733385420000
layoutComponentConfig,role,3504085558690664,601,角色,,1734314749000
layoutComponentConfig,role,3504085558690665,602,角色,,1734314749000
layoutComponentConfig,role,3504085558690667,603,角色,,1734314749000
layoutComponentConfig,role,3504085558690669,604,角色,,1734314749000
layoutComponentConfig,role,3587495065326485,1318,角色,,1728367998245
layoutComponentConfig,role,3587495065326491,1319,角色,,1728367998245
layoutComponentConfig,role,3587495065326497,1324,角色,,1728367998245
layoutComponentConfig,role,3587496761725836,1326,角色,,1728367998245
layoutComponentConfig,salesTimes_1112,2369842987009153,1112,销售数量,system,1642422114413
layoutComponentConfig,salesTimes_1112,2369842987009154,1112,销售数量,system,1642422114413
layoutComponentConfig,scoreOrder,2034610895290622,1006,scoreOrder,,1554344585037
layoutComponentConfig,scoreOrder,2034610895290634,1007,评分项排序,,1554344585037
layoutComponentConfig,scoreValue,2034610895290624,1006,评分项分值,,1554344585037
layoutComponentConfig,scoreValue,2034610895290630,1007,评分项分值,,1554344585037
layoutComponentConfig,snList,3587495065326502,1324,序列号,,1728367998245
layoutComponentConfig,snList,3627368893275727,1328,序列号,,1682648462000
layoutComponentConfig,sourceDetailsCreationDate,3504085558690654,1326,来源明细创建日期,,1733385420000
layoutComponentConfig,sourceDetailsCreationDate,3587496761725843,1326,来源明细创建日期,,1728367998245
layoutComponentConfig,sourceDetailsModificationDate,3504085558690655,1326,来源明细修改日期,,1733385420000
layoutComponentConfig,sourceDetailsModificationDate,3587496761725844,1326,来源明细修改日期,,1728367998245
layoutComponentConfig,sourceDocumentNumber_compound,3504085558690656,1326,来源单据号,,1733385420000
layoutComponentConfig,sourceDocumentNumber_compound,3587496761725842,1326,来源单据号,,1728367998245
layoutComponentConfig,startDate,2034610895290386,840,开始日期,,1554344585037
layoutComponentConfig,startDate,2034610895290499,885,开始日期,,1554344585037
layoutComponentConfig,startDateTime,2034610895290562,893,开始时间,,1554344585037
layoutComponentConfig,startDateTime,2034610895290578,894,签到时间,,1554344585037
layoutComponentConfig,startDateTime,2034610895290615,1004,开始时间,,1554344585037
